1,2,3,4,5,6,7,8,9,mean,standard deviation
0.05013915655,0.05013915655,0.05013915655,0.05013915655,0.05013915655,0.05013915655,0.05013915655,0.05013915655,0.05013915655,0.05013915655,0
0.03319199495,0.03319199495,0.04997489557,0.03319199495,0.03319199495,0.03319199495,0.03319199495,0.04997489557,0.04997489557,0.03878629515,0.008391450311
0.02703426356,0.04046567178,0.04046568093,0.04046567178,0.02703426356,0.04046567178,0.04043686979,0.04576247547,0.04041766358,0.03806091469,0.006488634364
0.03507390247,0.03463778677,0.03468849769,0.03468849769,0.02289398437,0.03496597035,0.03468849769,0.04391017869,0.03468849769,0.03447064593,0.005290922767
0.03810185226,0.03047380319,0.03757575863,0.02948671263,0.02439449098,0.02956496822,0.03555868979,0.0412099037,0.03729421274,0.03374004357,0.005465874194
0.03129291931,0.02983915986,0.03447942958,0.03512901889,0.02885101562,0.0284310148,0.03300929885,0.03406104833,0.03506313262,0.03223955976,0.002690124705
0.03552554228,0.02809546413,0.03826514575,0.03244287483,0.03269689405,0.02803123488,0.03247996995,0.03794361574,0.03636458619,0.03353836976,0.003818820405
0.03304726123,0.03269487326,0.035376769,0.03233036385,0.0323283589,0.02611098793,0.03400116886,0.03660752991,0.03457627101,0.033008176,0.002970753446
0.03242597619,0.03264839966,0.03278213473,0.03098746562,0.03389083076,0.03003882933,0.03262087829,0.03553424101,0.03372997577,0.03273985904,0.001604794097
0.02949815721,0.03015846367,0.03111613373,0.03195833501,0.03410384616,0.03103445553,0.03402625483,0.03287345945,0.03404303907,0.0320902383,0.001759305113
0.03161794243,0.02834268296,0.03150705372,0.0316097625,0.03160210557,0.02756243048,0.03160036244,0.03156232496,0.03224343485,0.03084978888,0.001668503072
0.02918929289,0.02911690968,0.02983360856,0.03098554364,0.02965429358,0.0285621023,0.03152746233,0.02984899149,0.03044000302,0.0299064675,0.0009416708612
0.02614162955,0.02654940585,0.02774730941,0.0286750385,0.02943968551,0.02855674127,0.03070298893,0.02682528174,0.02865544866,0.02814372549,0.00147435413
0.02697457492,0.02552648821,0.02787388293,0.02619183421,0.02825931485,0.03002012827,0.02453913986,0.02621858276,0.02669364517,0.02692195458,0.001620232023
0.02688351397,0.02498338632,0.02596118322,0.02682600782,0.02672393908,0.02374245244,0.02592735851,0.02685622918,0.02405891388,0.02577366493,0.0012330692
0.02705842595,0.02541676331,0.02717618485,0.02597316897,0.02644288877,0.02939486574,0.02716218409,0.02610710456,0.0257505501,0.02672023737,0.001189617415
0.02620964108,0.02393551842,0.02686006774,0.02416544172,0.02754645052,0.02832318291,0.02541629684,0.02646693255,0.02509623409,0.02600219621,0.001482208108
0.02737570744,0.02531237898,0.02403850965,0.02348345964,0.02745201961,0.02394957815,0.02563370914,0.02784176633,0.02390102107,0.02544312778,0.001732030198
0.02710227172,0.02571477612,0.0253978854,0.02424060177,0.02630069353,0.02428948624,0.02360793043,0.02645786637,0.02371666514,0.02520313075,0.001284567276
0.0267404998,0.02560486523,0.02398578207,0.02181958732,0.02589155046,0.0222727589,0.02238532367,0.02463362616,0.02449204579,0.02420289327,0.00174219466
0.02695986301,0.02340012697,0.02566561257,0.02209335188,0.02572725758,0.02269308835,0.0218404009,0.02569001366,0.02397334683,0.02422700686,0.001846570524
0.02532980141,0.02326307129,0.02362562772,0.02218180035,0.02558572818,0.02375586586,0.02252228028,0.02521374649,0.02443259458,0.02399005735,0.00123362576
0.02533348845,0.02358253752,0.02482549684,0.02264073103,0.02520981082,0.02034265984,0.02389715237,0.02605469893,0.02444191765,0.02403649927,0.001722533365
0.02547085977,0.02418376001,0.02422349061,0.02297637935,0.02436125286,0.02440627001,0.02298429437,0.02422913546,0.02356080972,0.02404402802,0.0007786290312
0.02242628351,0.02412438961,0.02455519501,0.02208905018,0.02419162768,0.02452792002,0.02319430437,0.02282465922,0.02418783744,0.02356902967,0.0009461555936
0.02328264519,0.02520627122,0.02507739644,0.02224644523,0.02456490852,0.0242442817,0.02234573495,0.02337487046,0.02420815052,0.02383896714,0.00109095961
0.02523541236,0.02556496807,0.02444115032,0.02077615561,0.02411894467,0.02413914474,0.02297060259,0.02369313002,0.02460372776,0.02394924846,0.001418264698
0.02477896348,0.02555594385,0.02451903269,0.02174491122,0.0241567004,0.02229810259,0.02308571612,0.02324418759,0.02368239275,0.02367399452,0.001217328076
0.02447957419,0.0259386814,0.02333480365,0.02231489967,0.02520682779,0.0237791419,0.02407134092,0.0224285133,0.02224446183,0.02375536052,0.001313091573
