1,2,3,4,5,6,7,8,9,mean,standard deviation
0.02398157804,0.02617093061,0.02173853662,0.02119851431,0.02596752403,0.02356699643,0.02480550799,0.0224856977,0.023387214,0.02370027775,0.001740812351
0.02325708429,0.02440475628,0.02281212932,0.02140267046,0.02507500008,0.02140667934,0.02452608569,0.02543721546,0.02373301241,0.02356162593,0.001476394953
0.02209308757,0.02284924938,0.02333498692,0.0209733887,0.02358620082,0.0231267999,0.02408249541,0.02333361051,0.02352135959,0.02298901987,0.0009339511593
0.02319936289,0.02507462083,0.02396510517,0.02156092591,0.02358341862,0.0221027235,0.02333678618,0.02387915988,0.02370638534,0.02337872092,0.001035984026
0.02345564261,0.02520208331,0.02507431009,0.02230130036,0.0244781451,0.02189043728,0.02285383287,0.02347489296,0.02368596264,0.02360184525,0.00115765067
0.02319456501,0.02533922666,0.02468604416,0.02135768554,0.02412742174,0.02192226384,0.02388347291,0.02360676376,0.02281940766,0.02343742792,0.001271887633
0.02285647131,0.02522329725,0.02437521667,0.02170547125,0.02405179341,0.02179863527,0.02343511248,0.02374726916,0.02271996602,0.02332369254,0.001170650711
0.02226978758,0.02578214178,0.02535185765,0.02206926031,0.02479939153,0.02199042018,0.02480965139,0.02351575915,0.02303012702,0.0237353774,0.001483358906
0.02192683398,0.0266179483,0.02495088866,0.02162533767,0.02473052225,0.02385996816,0.02391028318,0.02275308249,0.0227263063,0.02367790789,0.001600765862
0.02175458791,0.02634625276,0.02382432444,0.02179070157,0.024558706,0.02313900335,0.02432799636,0.02254502873,0.02219321549,0.02338664629,0.001525421042
